startdate,starttime,enddate,endtime,status,progress,duration_in_secs,finished,recordeddate,responseid,distributionchannel,userlanguage,current_info_receipt,how_do_you_want_info,recyclable_paper_disposal,nonrecyclable_paper_disposal,cardboard_boxboard_disposal,recyclable_glass_disposal,specialty_glass_disposal,recyclable_plastics_disposal,plastic_bag_disposal,bulky_plastic_disposal,polystyrene_foam_disposal,recyclable_metals_disposal,specialty_metals_disposal,e_waste_disposal,misc_items_disposal,accepted_item_in_trash,accepted_item_in_recycling,not_accepted_item_in_trash,not_accepted_item_in_recycling,unsure_item_in_trash,unsure_item_in_recycling,specialty_recycle_dropoff,what_happens_unwashed,what_happens_bagged,what_happens_unsure
2020-10-20,13:15:48,2020-10-21,08:16:03,IP Address,100,68415,True,2020-10-21 08:16:04,R_QoJQfO75mh0K0Bb,anonymous,EN,"Friends/family/and/or neighbors,Information on my recycling cart,The Capital Area Recycling And Trash website,The City of Lansing social media pages","Friends/family/and/or neighbors,The Capital Area Recycling and Trash website,The City of Lansing social media pages",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Take to Drop-off Recycling Center,NA,Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Dispose of the item in the trash.
2020-10-19,12:31:58,2020-10-21,11:55:30,IP Address,100,170612,True,2020-10-21 11:55:30,R_1j6rTddQu31fGwf,anonymous,EN,"A school/commercial business/and/or my place of work,Mailed pamphlets/flyers/or newsletters,The Recycle Coach and/or Lansing Connect app",Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,Recycling Cart,"Recycling Cart,Other (such as can and bottle return or compost)",Trash Cart,"Recycling Cart,Other (such as can and bottle return or compost)",Take to Drop-off Recycling Center,"Trash Cart,Recycling Cart",Trash Cart,Recycling Cart,"Trash Cart,Recycling Cart","Trash Cart,Take to Drop-off Recycling Center","Trash Cart,Take to Drop-off Recycling Center",Somewhat unlikely,Extremely likely,Extremely likely,Somewhat unlikely,Somewhat likely,Somewhat unlikely,Neither likely nor unlikely,Disposed of into the trash by the recycling center after pick-up.,I am unsure of what happens to items bagged in the recycling cart.,Recycle the item.
2020-10-21,15:09:11,2020-10-21,15:13:19,IP Address,100,247,True,2020-10-21 15:13:20,R_3HuF3RXs0xFcEgi,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Somewhat unlikely,Somewhat likely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Somewhat likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Dispose of the item in the trash.
2020-10-21,15:27:52,2020-10-21,15:32:50,IP Address,100,297,True,2020-10-21 15:32:50,R_1E7mOoAiv3JMQrB,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website",The Capital Area Recycling and Trash website,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Extremely unlikely,Extremely likely,Neither likely nor unlikely,Extremely unlikely,Somewhat likely,Extremely unlikely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-21,15:43:31,2020-10-21,15:46:24,IP Address,100,172,True,2020-10-21 15:46:24,R_1JQiiGEjuCrmyya,anonymous,EN,Mailed pamphlets/flyers/or newsletters,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Trash Cart,Recycling Cart,Recycling Cart,Recycling Cart,Trash Cart,Extremely likely,Extremely likely,Extremely likely,Somewhat likely,Extremely likely,Neither likely nor unlikely,Extremely unlikely,Disposed of into the trash by the recycling center after pick-up.,Taken out of the bags by the recycling center after pick-up.,Dispose of the item in the trash.
2020-10-21,16:06:49,2020-10-21,16:10:31,IP Address,100,222,True,2020-10-21 16:10:32,R_Z1PpITBwi5M33nb,anonymous,EN,"A school/commercial business/and/or my place of work,Mailed pamphlets/flyers/or newsletters,Information on my recycling cart","The Capital Area Recycling and Trash website,The City of Lansing social media pages,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Trash Cart,Trash Cart,Extremely unlikely,Extremely likely,Extremely likely,Somewhat unlikely,Neither likely nor unlikely,Somewhat likely,Somewhat unlikely,Disposed of into the trash by the recycling center after pick-up.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-21,16:10:40,2020-10-21,16:17:11,IP Address,100,391,True,2020-10-21 16:17:11,R_3s5CHiWOAwJ7ntb,anonymous,EN,Mailed pamphlets/flyers/or newsletters,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling and Trash website",Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Extremely unlikely,Extremely likely,Neither likely nor unlikely,Extremely unlikely,Neither likely nor unlikely,Extremely unlikely,Somewhat likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Dispose of the item in the trash.
2020-10-21,16:18:27,2020-10-21,16:23:43,IP Address,100,315,True,2020-10-21 16:23:44,R_2SHbYgJoGPW7rmN,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website,The City of Lansing social media pages",The Capital Area Recycling and Trash website,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Extremely likely,Somewhat likely,Somewhat unlikely,Somewhat likely,Neither likely nor unlikely,I am unsure of what happens to unwashed recyclable items.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-21,17:18:12,2020-10-21,17:26:00,IP Address,100,467,True,2020-10-21 17:26:01,R_2P75o9iWmBe4IFP,anonymous,EN,"Friends/family/and/or neighbors,Information on my recycling cart,The Capital Area Recycling And Trash website,The Recycle Coach and/or Lansing Connect app","Information on my recycling cart,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Take to Drop-off Recycling Center,NA,Take to Drop-off Recycling Center,"Recycling Cart,Other (such as can and bottle return or compost)",Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Extremely likely,Extremely likely,Neither likely nor unlikely,Extremely unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-21,17:39:11,2020-10-21,17:43:18,IP Address,100,247,True,2020-10-21 17:43:19,R_10DIRrwFOD7rljt,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Recycling Cart,Recycling Cart,"Recycling Cart,Other (such as can and bottle return or compost)","Trash Cart,Recycling Cart",Trash Cart,Recycling Cart,Recycling Cart,"Trash Cart,Recycling Cart","Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)",Extremely likely,Extremely likely,Neither likely nor unlikely,Neither likely nor unlikely,Extremely likely,Extremely likely,Extremely likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-21,17:39:51,2020-10-21,17:47:20,IP Address,100,449,True,2020-10-21 17:47:21,R_Op14qf9MHqgtylX,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,"Trash Cart,Take to Drop-off Recycling Center",Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Other (such as can and bottle return or compost),Extremely unlikely,Extremely likely,Somewhat likely,Extremely unlikely,Extremely likely,Extremely unlikely,Somewhat likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-21,20:39:58,2020-10-21,20:46:49,IP Address,100,411,True,2020-10-21 20:46:50,R_71EqukmDA788fm1,anonymous,EN,"Information on my recycling cart,The Capital Area Recycling And Trash website","Information on my recycling cart,The Capital Area Recycling and Trash website",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Somewhat likely,Extremely unlikely,Extremely likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
2020-10-22,06:43:34,2020-10-22,06:46:16,IP Address,100,161,True,2020-10-22 06:46:16,R_RkrAKdE1DjhgSBP,anonymous,EN,The Capital Area Recycling And Trash website,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling and Trash website,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Recycling Cart,Recycling Cart,Other (such as can and bottle return or compost),Trash Cart,Trash Cart,Recycling Cart,Recycling Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Extremely unlikely,Extremely likely,Extremely likely,Somewhat unlikely,Extremely likely,Extremely unlikely,Somewhat likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-22,12:10:29,2020-10-22,12:15:30,IP Address,100,301,True,2020-10-22 12:15:30,R_1PSoW7NgtfCg600,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website,The City of Lansing social media pages",The City of Lansing social media pages,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Somewhat likely,Somewhat unlikely,Somewhat likely,Somewhat likely,Extremely likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-22,19:11:14,2020-10-22,19:17:20,IP Address,100,365,True,2020-10-22 19:17:20,R_3JERjxv7n52ux8s,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,Information on my recycling cart",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Other (such as can and bottle return or compost),Take to Drop-off Recycling Center,Other (such as can and bottle return or compost),Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Other (such as can and bottle return or compost),Extremely unlikely,Extremely likely,Somewhat likely,Somewhat unlikely,Somewhat likely,Somewhat likely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,Taken out of the bags by the recycling center after pick-up.,Recycle the item.
2020-10-23,06:54:19,2020-10-23,07:00:00,IP Address,100,341,True,2020-10-23 07:00:00,R_3IRyeswPe00Hm1X,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website,The City of Lansing social media pages","Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling and Trash website,The City of Lansing social media pages",Recycling Cart,Trash Cart,Recycling Cart,"Recycling Cart,Take to Drop-off Recycling Center",Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),"Recycling Cart,Take to Drop-off Recycling Center",Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,"Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)",Extremely unlikely,Extremely likely,Somewhat likely,Extremely unlikely,Somewhat likely,Extremely unlikely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-23,07:14:37,2020-10-23,07:20:34,IP Address,100,357,True,2020-10-23 07:20:35,R_3nwn3pYaKQFqAjA,anonymous,EN,Friends/family/and/or neighbors,The Recycle Coach and/or Lansing Connect app,Recycling Cart,Trash Cart,Recycling Cart,"Recycling Cart,Other (such as can and bottle return or compost)",Trash Cart,Recycling Cart,"Trash Cart,Take to Drop-off Recycling Center",Trash Cart,Take to Drop-off Recycling Center,Recycling Cart,"Recycling Cart,Take to Drop-off Recycling Center","Trash Cart,Take to Drop-off Recycling Center","Trash Cart,Take to Drop-off Recycling Center",Extremely unlikely,Extremely likely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,Somewhat unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Recycle the item.
2020-10-23,07:18:06,2020-10-23,08:06:38,IP Address,100,2911,True,2020-10-23 08:06:38,R_AoqYwbRuBlhQUXT,anonymous,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-10-23,08:17:23,2020-10-23,08:22:22,IP Address,100,298,True,2020-10-23 08:22:22,R_1NfKJaKDnnAKKY1,anonymous,EN,Mailed pamphlets/flyers/or newsletters,Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Recycling Cart,Take to Drop-off Recycling Center,NA,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Somewhat likely,Extremely unlikely,Extremely unlikely,Extremely unlikely,Extremely likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-23,08:20:24,2020-10-23,08:24:38,IP Address,100,253,True,2020-10-23 08:24:38,R_1MlygV5Ths79Lyh,anonymous,EN,"A school/commercial business/and/or my place of work,Mailed pamphlets/flyers/or newsletters,The City of Lansing social media pages",Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,Rejected by the recycling collectors before pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-23,08:48:50,2020-10-23,08:57:41,IP Address,100,531,True,2020-10-23 08:57:41,R_1fdPI4qdkAMUPPI,anonymous,EN,"A school/commercial business/and/or my place of work,Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website,The City of Lansing social media pages","The Capital Area Recycling and Trash website,The City of Lansing social media pages",Recycling Cart,Trash Cart,"Recycling Cart,Take to Drop-off Recycling Center",Recycling Cart,Trash Cart,Recycling Cart,"Trash Cart,Other (such as can and bottle return or compost)",Recycling Cart,Take to Drop-off Recycling Center,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,"Trash Cart,Take to Drop-off Recycling Center,Other (such as can and bottle return or compost)",Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Somewhat likely,Somewhat unlikely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-23,08:52:53,2020-10-23,09:00:07,IP Address,100,434,True,2020-10-23 09:00:07,R_2xP3BNFNPaTL92z,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,The Capital Area Recycling And Trash website","Mailed pamphlets/flyers/or newsletters,The City of Lansing social media pages",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Recycling Cart,NA,"Trash Cart,Take to Drop-off Recycling Center",Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Extremely likely,Extremely likely,Extremely unlikely,Extremely unlikely,Somewhat unlikely,Extremely unlikely,Extremely likely,Disposed of into the trash by the recycling center after pick-up.,Rejected by the recycling collectors before pick-up.,Recycle the item.
2020-10-23,08:59:03,2020-10-23,09:02:10,IP Address,100,186,True,2020-10-23 09:02:10,R_Wle0qI3Y2CIqIxj,anonymous,EN,Mailed pamphlets/flyers/or newsletters,Information on my recycling cart,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Somewhat unlikely,Somewhat unlikely,Disposed of into the trash by the recycling center after pick-up.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-23,09:00:23,2020-10-23,09:03:02,IP Address,100,158,True,2020-10-23 09:03:03,R_31nIZxbK1Kzl1kp,anonymous,EN,Friends/family/and/or neighbors,Friends/family/and/or neighbors,Recycling Cart,Trash Cart,Take to Drop-off Recycling Center,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,Trash Cart,Trash Cart,Take to Drop-off Recycling Center,Take to Drop-off Recycling Center,Trash Cart,Trash Cart,Extremely unlikely,Extremely likely,Neither likely nor unlikely,Neither likely nor unlikely,Extremely likely,Extremely unlikely,Extremely likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Ask someone I know (friend/family/coworker/neighbor/etc) if it is recyclable and dispose of the item according to their direction.
2020-10-23,09:00:43,2020-10-23,09:03:52,IP Address,100,188,True,2020-10-23 09:03:53,R_1dgL8LABcTTDxu2,anonymous,EN,The Recycle Coach and/or Lansing Connect app,"The Capital Area Recycling and Trash website,The City of Lansing social media pages,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,NA,Trash Cart,Recycling Cart,NA,Take to Drop-off Recycling Center,NA,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Extremely unlikely,Somewhat likely,Disposed of into the trash by the recycling center after pick-up.,Rejected by the recycling collectors before pick-up.,Dispose of the item in the trash.
2020-10-23,09:03:50,2020-10-23,09:06:04,IP Address,100,134,True,2020-10-23 09:06:04,R_oZzezbBQysooMox,anonymous,EN,"Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","Information on my recycling cart,The City of Lansing social media pages",Recycling Cart,Other (such as can and bottle return or compost),Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Trash Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Extremely unlikely,Extremely likely,Somewhat likely,Somewhat unlikely,Extremely likely,Somewhat unlikely,Somewhat unlikely,Disposed of into the trash by the recycling center after pick-up.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-23,09:02:29,2020-10-23,09:07:17,IP Address,100,288,True,2020-10-23 09:07:18,R_1Quf4EjEsCnPAbe,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website",The Capital Area Recycling and Trash website,"Trash Cart,Recycling Cart,Other (such as can and bottle return or compost)",Trash Cart,"Trash Cart,Recycling Cart,Other (such as can and bottle return or compost)","Trash Cart,Recycling Cart,Other (such as can and bottle return or compost)","Trash Cart,Other (such as can and bottle return or compost)","Trash Cart,Recycling Cart","Trash Cart,Other (such as can and bottle return or compost)",Other (such as can and bottle return or compost),Trash Cart,"Recycling Cart,Other (such as can and bottle return or compost)",Other (such as can and bottle return or compost),"Trash Cart,Other (such as can and bottle return or compost)",Trash Cart,Somewhat likely,Extremely likely,Extremely likely,Somewhat unlikely,Somewhat likely,Somewhat unlikely,Somewhat unlikely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-23,09:05:18,2020-10-23,09:08:16,IP Address,100,178,True,2020-10-23 09:08:16,R_qItmsukxOgUfDEt,anonymous,EN,"Friends/family/and/or neighbors,The Capital Area Recycling And Trash website","Information on my recycling cart,The Capital Area Recycling and Trash website,The City of Lansing social media pages",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Extremely likely,Somewhat likely,Extremely unlikely,Disposed of into the trash by the recycling center after pick-up.,I am unsure of what happens to items bagged in the recycling cart.,Ask someone I know (friend/family/coworker/neighbor/etc) if it is recyclable and dispose of the item according to their direction.
2020-10-23,09:13:04,2020-10-23,09:15:59,IP Address,100,174,True,2020-10-23 09:15:59,R_tDS5GhcVB1ySa9b,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website",Mailed pamphlets/flyers/or newsletters,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Somewhat unlikely,Extremely likely,Extremely likely,Somewhat unlikely,Extremely likely,Extremely unlikely,Somewhat likely,Disposed of into the trash by the recycling center after pick-up.,Disposed of into the trash by the recycling center after pick-up.,Search or call for information to find out if the item is recyclable or not.
2020-10-23,09:12:38,2020-10-23,09:20:36,IP Address,100,478,True,2020-10-23 09:20:37,R_1cSOQ8o0mP4tuzf,anonymous,EN,Mailed pamphlets/flyers/or newsletters,Mailed pamphlets/flyers/or newsletters,Recycling Cart,NA,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,NA,NA,Trash Cart,Recycling Cart,NA,NA,NA,Extremely unlikely,Extremely likely,Extremely likely,Extremely unlikely,Somewhat likely,Somewhat unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Ask someone I know (friend/family/coworker/neighbor/etc) if it is recyclable and dispose of the item according to their direction.
2020-10-23,09:21:01,2020-10-23,09:24:18,IP Address,100,197,True,2020-10-23 09:24:18,R_33wh7rzcGW7Rw0P,anonymous,EN,"A school/commercial business/and/or my place of work,Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website,The Recycle Coach and/or Lansing Connect app",The Recycle Coach and/or Lansing Connect app,Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Trash Cart,Recycling Cart,Other (such as can and bottle return or compost),"Trash Cart,Other (such as can and bottle return or compost)",Other (such as can and bottle return or compost),Extremely unlikely,Extremely likely,Extremely likely,Somewhat unlikely,Somewhat likely,Somewhat unlikely,Extremely unlikely,I am unsure of what happens to unwashed recyclable items.,Disposed of into the trash by the recycling center after pick-up.,Ask someone I know (friend/family/coworker/neighbor/etc) if it is recyclable and dispose of the item according to their direction.
2020-10-23,09:28:54,2020-10-23,09:31:31,IP Address,100,156,True,2020-10-23 09:31:31,R_6ygCmr5Aq47ePHX,anonymous,EN,"A school/commercial business/and/or my place of work,Mailed pamphlets/flyers/or newsletters,The Capital Area Recycling And Trash website","The Capital Area Recycling and Trash website,The City of Lansing social media pages",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Take to Drop-off Recycling Center,"Trash Cart,Take to Drop-off Recycling Center",Take to Drop-off Recycling Center,Recycling Cart,Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Other (such as can and bottle return or compost),Extremely unlikely,Extremely likely,Somewhat likely,Extremely unlikely,Somewhat likely,Extremely unlikely,Somewhat likely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Search or call for information to find out if the item is recyclable or not.
2020-10-23,09:45:21,2020-10-23,09:47:30,IP Address,100,128,True,2020-10-23 09:47:31,R_1gngWVLSyxnI4We,anonymous,EN,"Mailed pamphlets/flyers/or newsletters,Information on my recycling cart","Friends/family/and/or neighbors,Mailed pamphlets/flyers/or newsletters",Recycling Cart,Trash Cart,Recycling Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Trash Cart,Somewhat unlikely,Extremely likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Extremely unlikely,I am unsure of what happens to unwashed recyclable items.,Rejected by the recycling collectors before pick-up.,Recycle the item.
2020-10-23,10:05:27,2020-10-23,10:09:41,IP Address,100,254,True,2020-10-23 10:09:41,R_3QDBoumpZ1zbRTt,anonymous,EN,"A school/commercial business/and/or my place of work,Friends/family/and/or neighbors,The City of Lansing social media pages","Information on my recycling cart,The Capital Area Recycling and Trash website,The City of Lansing social media pages,The Recycle Coach and/or Lansing Connect app",Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,Trash Cart,Recycling Cart,Trash Cart,Recycling Cart,Trash Cart,"Recycling Cart,Other (such as can and bottle return or compost)",Recycling Cart,Trash Cart,Trash Cart,Somewhat likely,Extremely likely,Extremely likely,Somewhat unlikely,Somewhat likely,Somewhat unlikely,Somewhat unlikely,I am unsure of what happens to unwashed recyclable items.,I am unsure of what happens to items bagged in the recycling cart.,Dispose of the item in the trash.
